songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,18,180,187,186,184,0,0,0,8,0,7,7,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.91336079999746,60.91336079999746,60.91336079999746,60.91336079999746,60.91336079999746,0.014036499997018836,60.91336079999746,True,0.11458333333333333,-0.3880208333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,28,28,56,62,61,63,0,0,0,8,0,8,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5080450999958,62.5080450999958,62.5080450999958,62.5080450999958,62.5080450999958,0.009192400000756606,62.5080450999958,True,-0.11458333333333333,-0.3997395833333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,12,10,120,124,125,126,0,0,0,8,0,9,9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17424000000756,65.17424000000756,65.17424000000756,65.17424000000756,65.17424000000756,0.009700299997348338,65.17424000000756,True,-0.30078125,-0.390625,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,18,180,188,190,194,0,0,0,8,0,10,10,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6759158000059,66.6759158000059,66.6759158000059,66.6759158000059,66.6759158000059,0.011421199989854358,66.6759158000059,True,0.078125,-0.4140625,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,5,18,90,92,91,94,0,0,0,8,0,11,11,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49106919999758,68.49106919999758,68.49106919999758,68.49106919999758,68.49106919999758,0.010820900002727285,68.49106919999758,True,-0.10416666666666667,-0.4049479166666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,49,22,27,29,17,33,0,0,0,8,0,12,12,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.27508770000713,72.27508770000713,72.27508770000713,72.27508770000713,72.27508770000713,0.012631599995074794,72.27508770000713,True,0.08072916666666667,-0.3919270833333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,5,12,60,68,67,70,0,0,0,8,0,13,13,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6889777000033,76.6889777000033,76.6889777000033,76.6889777000033,76.6889777000033,0.009899299999233335,76.6889777000033,True,0.10546875,-0.390625,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,21,210,217,218,216,0,0,0,8,0,14,14,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5459067000047,78.5459067000047,78.5459067000047,78.5459067000047,78.5459067000047,0.013274400000227615,78.5459067000047,True,-0.09505208333333333,-0.4036458333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,50,50,100,101,102,107,0,0,0,8,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.310842100007,80.310842100007,80.310842100007,80.310842100007,80.310842100007,0.014989300005254336,80.310842100007,True,-0.09375,-0.4114583333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,43,25,18,21,25,19,0,0,0,8,0,16,16,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.58711980000953,81.58711980000953,81.58711980000953,81.58711980000953,81.58711980000953,0.009299199999077246,81.58711980000953,True,0.11067708333333333,-0.4166666666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,5,2,10,15,20,16,0,0,0,8,0,17,17,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97412210000039,86.97412210000039,86.97412210000039,86.97412210000039,86.97412210000039,0.011345999999321066,86.97412210000039,True,-0.2877604166666667,-0.3893229166666667,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,49,48,1,7,6,3,0,0,0,8,0,18,18,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.47464220000256,88.47464220000256,88.47464220000256,88.47464220000256,88.47464220000256,0.012072299999999814,88.47464220000256,True,0.10026041666666667,-0.3984375,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,51,49,2,5,9,3,0,0,0,8,0,19,19,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.17341950000264,91.17341950000264,91.17341950000264,91.17341950000264,91.17341950000264,0.010508900013519451,91.17341950000264,True,-0.09375,-0.3932291666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,49,48,97,105,99,101,0,0,0,8,0,20,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.99258540000301,93.99258540000301,93.99258540000301,93.99258540000301,93.99258540000301,0.01494490000186488,93.99258540000301,False,-0.09895833333333333,-0.3997395833333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,48,43,91,93,92,96,0,0,0,8,0,21,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.14249450000352,96.14249450000352,96.14249450000352,96.14249450000352,96.14249450000352,0.015662400008295663,96.14249450000352,True,-0.1015625,-0.4010416666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,12,120,124,128,132,0,0,0,8,0,22,22,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.85168089999934,100.85168089999934,100.85168089999934,100.85168089999934,100.85168089999934,0.0099593999912031,100.85168089999934,True,-0.3046875,-0.3971354166666667,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,10,20,21,26,22,0,0,0,8,0,23,23,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.46888329999638,102.46888329999638,102.46888329999638,102.46888329999638,102.46888329999638,0.010781300006783567,102.46888329999638,True,0.09244791666666667,-0.3984375,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,54,49,103,109,111,106,0,0,0,8,0,24,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.76717990000907,103.76717990000907,103.76717990000907,103.76717990000907,103.76717990000907,0.009394000007887371,103.76717990000907,True,-0.09505208333333333,-0.3958333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,12,24,28,31,32,0,0,0,8,0,25,25,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.31727080000564,107.31727080000564,107.31727080000564,107.31727080000564,107.31727080000564,0.009785699992789887,107.31727080000564,True,-0.2994791666666667,-0.4049479166666667,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,18,10,180,190,184,182,0,0,0,8,0,26,26,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7247434000019,109.7247434000019,109.7247434000019,109.7247434000019,109.7247434000019,0.014079399988986552,109.7247434000019,True,-0.09114583333333333,-0.3997395833333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,5,21,105,107,109,108,0,0,0,8,0,27,27,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.60202380000555,111.60202380000555,111.60202380000555,111.60202380000555,111.60202380000555,0.010819499992066994,111.60202380000555,True,-0.28515625,-0.3997395833333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,49,22,71,76,81,76,0,0,0,8,0,28,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9546246999962,113.9546246999962,113.9546246999962,113.9546246999962,113.9546246999962,0.012305099997320212,113.9546246999962,True,-0.10677083333333333,-0.3971354166666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,50,22,28,29,18,36,0,0,0,8,0,29,29,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.71842160000233,118.71842160000233,118.71842160000233,118.71842160000233,118.71842160000233,0.01142989999789279,118.71842160000233,True,-0.3046875,-0.4049479166666667,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,52,50,2,3,4,5,0,0,0,8,0,30,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.35056330000225,122.35056330000225,122.35056330000225,122.35056330000225,122.35056330000225,0.010121500003151596,122.35056330000225,True,-0.296875,-0.38671875,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,50,50,0,5,7,2,0,0,0,8,0,31,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.28369130000647,124.28369130000647,124.28369130000647,124.28369130000647,124.28369130000647,0.01100469999073539,124.28369130000647,True,-0.3059895833333333,-0.3997395833333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,50,28,78,86,85,88,0,0,0,8,0,32,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.06761410000036,126.06761410000036,126.06761410000036,126.06761410000036,126.06761410000036,0.013779399989289232,126.06761410000036,True,0.10546875,-0.3971354166666667,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,2,2,4,7,9,5,0,0,0,8,0,33,33,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.51808760000858,128.51808760000858,128.51808760000858,128.51808760000858,128.51808760000858,0.013840700004948303,128.51808760000858,True,0.10807291666666667,-0.3932291666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,5,6,30,36,38,42,0,1,1,7,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,135.2768980999972,0.00959419998980593,-0.3216145833333333,-0.049479166666666664,1,0,0,142.3201240000053,142.3201240000053,142.3201240000053,142.3201240000053,142.3201240000053,0.04557189998740796,142.3201240000053,True,-0.09895833333333333,-0.4088541666666667,1,0,0,ansTwo,130.2768156999955,135.2768980999972,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,6,10,60,61,68,70,0,1,1,7,0,1,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.827638200004,143.827638200004,143.827638200004,143.827638200004,143.827638200004,0.00960970000596717,143.827638200004,True,0.09505208333333333,-0.3919270833333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,6,10,60,68,63,67,0,1,1,7,0,2,2,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.11228169999958,145.11228169999958,145.11228169999958,145.11228169999958,145.11228169999958,0.010092700002132915,145.11228169999958,False,0.09895833333333333,-0.3958333333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,add,54,54,108,111,113,117,0,1,1,7,0,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.84685400000308,145.84685400000308,145.84685400000308,145.84685400000308,145.84685400000308,0.012692199990851805,145.84685400000308,True,0.11458333333333333,-0.4036458333333333,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,add,49,44,93,101,97,103,0,1,1,7,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.89829460000328,148.89829460000328,148.89829460000328,148.89829460000328,148.89829460000328,0.013588600006187335,148.89829460000328,True,0.09635416666666667,-0.390625,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,10,6,60,65,67,68,0,1,1,7,0,5,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.75860680000915,152.75860680000915,152.75860680000915,152.75860680000915,152.75860680000915,0.009066200000233948,152.75860680000915,True,0.09505208333333333,-0.3932291666666667,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,11,2,22,29,26,27,0,1,1,7,0,6,6,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.9638028000045,153.9638028000045,153.9638028000045,153.9638028000045,153.9638028000045,0.01283069999772124,153.9638028000045,True,-0.08333333333333333,-0.4166666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,subtract,54,53,1,4,9,13,0,1,1,7,0,7,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.92663080000784,155.92663080000784,155.92663080000784,155.92663080000784,155.92663080000784,0.009534700002404861,155.92663080000784,True,-0.10286458333333333,-0.3841145833333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,5,6,30,31,38,37,0,1,1,7,0,8,8,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.74577740000677,157.74577740000677,157.74577740000677,157.74577740000677,157.74577740000677,0.012335999999777414,157.74577740000677,True,-0.2864583333333333,-0.4010416666666667,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,subtract,58,26,32,38,39,43,0,1,1,7,0,9,9,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.81170449999627,159.81170449999627,159.81170449999627,159.81170449999627,159.81170449999627,0.011173899998539127,159.81170449999627,True,0.09244791666666667,-0.40625,1,0,0,ansThree,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,subtract,54,13,41,49,42,45,0,1,1,7,0,10,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.27723049999622,165.27723049999622,165.27723049999622,165.27723049999622,165.27723049999622,0.010950099996989593,165.27723049999622,True,-0.2903645833333333,-0.3971354166666667,1,0,0,ansOne,,,,,,,,,,,,,,,,,2,2022-11-01_11h56.48.543,musicalMathTest,2022.2.0,60.015688101552,
