songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,17,170,171,178,176,0,0,0,8,0,7,7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4404280000017,47.4404280000017,47.4404280000017,47.4404280000017,47.4404280000017,0.006850900004792493,47.4404280000017,True,-0.30925925925925923,-0.4060185185185185,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,15,10,150,153,155,159,0,0,0,8,0,8,8,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.854927399996086,48.854927399996086,48.854927399996086,48.854927399996086,48.854927399996086,0.006044999994628597,48.854927399996086,True,-0.09907407407407408,-0.38935185185185184,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,3,10,30,34,37,31,0,0,0,8,0,9,9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.272920099996554,50.272920099996554,50.272920099996554,50.272920099996554,50.272920099996554,0.006569000004674308,50.272920099996554,True,0.09351851851851851,-0.4078703703703704,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,5,15,75,76,78,77,0,0,0,8,0,10,10,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.092960299996776,52.092960299996776,52.092960299996776,52.092960299996776,52.092960299996776,0.007158699998399243,52.092960299996776,True,0.10138888888888889,-0.39675925925925926,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,19,10,9,10,12,16,0,0,0,8,0,11,11,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.31319000000076,56.31319000000076,56.31319000000076,56.31319000000076,56.31319000000076,0.005707199998141732,56.31319000000076,True,-0.10833333333333334,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,23,16,7,11,8,12,0,0,0,8,0,12,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4710294999968,58.4710294999968,58.4710294999968,58.4710294999968,58.4710294999968,0.009129300000495277,58.4710294999968,True,-0.3,-0.4013888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,16,15,1,7,3,7,0,0,0,8,0,13,13,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.18618399999832,63.18618399999832,63.18618399999832,63.18618399999832,63.18618399999832,0.0067266999976709485,63.18618399999832,True,-0.3087962962962963,-0.3972222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,55,15,70,77,71,72,0,0,0,8,0,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5591459999996,65.5591459999996,65.5591459999996,65.5591459999996,65.5591459999996,0.007082100004481617,65.5591459999996,True,0.10648148148148148,-0.39675925925925926,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,15,150,151,153,157,0,0,0,8,0,15,15,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.10392480000155,70.10392480000155,70.10392480000155,70.10392480000155,70.10392480000155,0.013933000001998153,70.10392480000155,True,0.12175925925925926,-0.4023148148148148,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,10,3,30,37,39,35,0,0,0,8,0,16,16,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39454809999734,71.39454809999734,71.39454809999734,71.39454809999734,71.39454809999734,0.006114600000728387,71.39454809999734,True,-0.08148148148148149,-0.40185185185185185,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,16,10,6,7,9,12,0,0,0,8,0,17,17,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.77241289999802,72.77241289999802,72.77241289999802,72.77241289999802,72.77241289999802,0.013280600003781728,72.77241289999802,True,-0.09861111111111111,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,55,39,94,96,102,106,0,0,0,8,0,18,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.36648920000152,75.36648920000152,75.36648920000152,75.36648920000152,75.36648920000152,0.006804199998441618,75.36648920000152,True,-0.10277777777777777,-0.399537037037037,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,16,10,26,27,33,29,0,0,0,8,0,19,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.91053000000102,83.91053000000102,83.91053000000102,83.91053000000102,83.91053000000102,0.008417600001848768,83.91053000000102,True,-0.29212962962962963,-0.39490740740740743,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,17,10,170,176,180,172,0,0,0,8,0,20,20,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47816810000222,86.47816810000222,86.47816810000222,86.47816810000222,86.47816810000222,0.006975500000407919,86.47816810000222,True,-0.09166666666666666,-0.40046296296296297,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,37,37,0,2,4,2,0,0,0,8,0,21,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87932040000305,87.87932040000305,87.87932040000305,87.87932040000305,87.87932040000305,0.007711199999903329,87.87932040000305,True,-0.29814814814814816,-0.38981481481481484,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,15,10,25,35,37,29,0,0,0,8,0,22,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.51516049999918,89.51516049999918,89.51516049999918,89.51516049999918,89.51516049999918,0.007256600001710467,89.51516049999918,True,-0.3074074074074074,-0.40046296296296297,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,23,19,42,46,49,44,0,0,0,8,0,23,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9835208000004,90.9835208000004,90.9835208000004,90.9835208000004,90.9835208000004,0.007130500001949258,90.9835208000004,True,-0.10231481481481482,-0.39351851851851855,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,subtract,55,55,0,8,1,7,0,0,0,8,0,24,24,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13870650000172,94.13870650000172,94.13870650000172,94.13870650000172,94.13870650000172,0.00810279999859631,94.13870650000172,True,-0.3023148148148148,-0.39814814814814814,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,4,10,40,43,44,42,0,0,0,8,0,25,25,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.57263480000256,95.57263480000256,95.57263480000256,95.57263480000256,95.57263480000256,0.008140700003423262,95.57263480000256,True,-0.09351851851851851,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,15,5,75,83,77,80,0,0,0,8,0,26,26,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.87388919999648,96.87388919999648,96.87388919999648,96.87388919999648,96.87388919999648,0.006511600004159845,96.87388919999648,True,-0.3050925925925926,-0.40694444444444444,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,15,10,150,151,153,157,0,0,0,8,0,27,27,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52441160000308,99.52441160000308,99.52441160000308,99.52441160000308,99.52441160000308,0.006725499995809514,99.52441160000308,True,-0.29953703703703705,-0.4162037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,4,10,40,45,42,48,0,0,0,8,0,28,28,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.22533039999689,101.22533039999689,101.22533039999689,101.22533039999689,101.22533039999689,0.018200999998953193,101.22533039999689,True,-0.29768518518518516,-0.4013888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,add,37,37,74,78,80,79,0,0,0,8,0,29,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8444423999972,102.8444423999972,102.8444423999972,102.8444423999972,102.8444423999972,0.007148100004997104,102.8444423999972,True,-0.30277777777777776,-0.3851851851851852,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\calm\vocals\Rose Gold (90) by Cabri x Sub Q Taneous.wav,rose gold,calm,vocals,2,90,multiply,4,2,8,13,11,13,0,0,0,8,0,30,30,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5902070000011,107.5902070000011,107.5902070000011,107.5902070000011,107.5902070000011,0.014327899996715132,107.5902070000011,True,0.10324074074074074,-0.40324074074074073,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,9,10,90,91,98,95,0,1,1,4,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,114.60084079999797,0.01962959999946179,0.1439814814814815,-0.17222222222222222,1,0,0,115.30027690000134,115.30027690000134,115.30027690000134,115.30027690000134,115.30027690000134,0.016547999999602325,115.30027690000134,True,-0.30185185185185187,-0.3990740740740741,1,0,0,ansOne,109.58234670000093,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,10,16,160,164,161,168,0,1,1,4,0,1,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.97764499999903,116.97764499999903,116.97764499999903,116.97764499999903,116.97764499999903,0.00749799999903189,116.97764499999903,True,-0.3037037037037037,-0.4013888888888889,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,9,10,90,91,93,96,0,1,1,4,0,2,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.79101229999651,118.79101229999651,118.79101229999651,118.79101229999651,118.79101229999651,0.006195800000568852,118.79101229999651,True,0.0962962962962963,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,5,16,80,84,90,85,0,1,1,4,0,3,3,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.14211660000001,120.14211660000001,120.14211660000001,120.14211660000001,120.14211660000001,0.006177000002935529,120.14211660000001,True,-0.09166666666666666,-0.4060185185185185,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,add,45,18,63,64,69,66,0,1,1,4,0,4,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.87016929999663,124.87016929999663,124.87016929999663,124.87016929999663,124.87016929999663,0.021691800000553485,124.87016929999663,True,-0.09907407407407408,-0.40324074074074073,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,subtract,52,18,34,36,37,24,0,1,1,4,0,5,5,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.59248749999824,134.59248749999824,134.59248749999824,134.59248749999824,134.59248749999824,0.006561100002727471,134.59248749999824,True,0.10092592592592593,-0.39861111111111114,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,10,9,90,93,91,93,0,1,1,4,0,6,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.43913079999766,147.43913079999766,147.43913079999766,147.43913079999766,147.43913079999766,0.006699900004605297,147.43913079999766,True,-0.1,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,10,16,160,167,170,164,0,1,1,4,0,7,7,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.05825429999823,149.05825429999823,149.05825429999823,149.05825429999823,149.05825429999823,0.00688090000039665,149.05825429999823,True,-0.08425925925925926,-0.3939814814814815,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,add,49,45,94,101,98,96,0,1,1,4,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.67547789999662,150.67547789999662,150.67547789999662,150.67547789999662,150.67547789999662,0.007154099999752361,150.67547789999662,True,-0.1037037037037037,-0.399537037037037,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,5,5,25,30,27,32,0,1,1,4,0,9,9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.89674060000107,154.89674060000107,154.89674060000107,154.89674060000107,154.89674060000107,0.006485700003395323,154.89674060000107,True,-0.08611111111111111,-0.4046296296296296,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,add,35,24,59,60,61,66,0,1,1,4,0,10,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.06531079999695,156.06531079999695,156.06531079999695,156.06531079999695,156.06531079999695,0.007757200000924058,156.06531079999695,True,-0.29212962962962963,-0.39814814814814814,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,subtract,24,20,4,5,9,7,0,1,1,4,0,11,11,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.15098720000242,159.15098720000242,159.15098720000242,159.15098720000242,159.15098720000242,0.006124499996076338,159.15098720000242,True,-0.10555555555555556,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,multiply,5,10,50,51,52,53,0,1,1,4,0,12,12,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.6055869999982,160.6055869999982,160.6055869999982,160.6055869999982,160.6055869999982,0.009198300002026372,160.6055869999982,True,0.1050925925925926,-0.4009259259259259,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,add,45,45,90,97,92,94,0,1,1,4,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.06979449999926,162.06979449999926,162.06979449999926,162.06979449999926,162.06979449999926,0.006565600000612903,162.06979449999926,True,-0.11157407407407408,-0.4064814814814815,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,subtract,52,17,35,43,41,38,0,1,1,4,0,14,14,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.22410020000098,165.22410020000098,165.22410020000098,165.22410020000098,165.22410020000098,0.0062366000056499615,165.22410020000098,True,0.10138888888888889,-0.4050925925925926,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
music\silence.wav,silent,silent,silent,2,90,subtract,45,45,0,7,2,5,0,1,1,4,0,15,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.65403330000117,175.65403330000117,175.65403330000117,175.65403330000117,175.65403330000117,0.008035500002733897,175.65403330000117,True,-0.2962962962962963,-0.4046296296296296,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-02_01h11.45.986,musicalMathTest,2022.2.4,59.89767081835093,
