songfilename,SongName,Speed,Condition,fileblock,testdurationsec,songCondFile,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,60,55,5,13,12,8,0,0,0,5,0,7,7,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.24525100004394,128.24525100004394,128.24525100004394,128.24525100004394,128.24525100004394,0.003451000025961548,128.24525100004394,True,-0.09907407407407408,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,4,20,25,28,26,0,0,0,5,0,8,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.67865760001587,129.67865760001587,129.67865760001587,129.67865760001587,129.67865760001587,0.00306979997549206,129.67865760001587,True,0.10833333333333334,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,55,55,110,117,115,119,0,0,0,5,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.97852900001453,130.97852900001453,130.97852900001453,130.97852900001453,130.97852900001453,0.0033875000081025064,130.97852900001453,True,0.09444444444444444,-0.39814814814814814,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,23,19,4,9,6,10,0,0,0,5,0,10,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.72852850001073,134.72852850001073,134.72852850001073,134.72852850001073,134.72852850001073,0.0031902000191621482,134.72852850001073,True,0.09537037037037037,-0.39814814814814814,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,10,15,150,156,158,162,0,0,0,5,0,11,11,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.7617939999909,137.7617939999909,137.7617939999909,137.7617939999909,137.7617939999909,0.0034007999929599464,137.7617939999909,True,-0.29444444444444445,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,58,55,3,6,10,7,0,0,0,5,0,12,12,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.14510010002414,139.14510010002414,139.14510010002414,139.14510010002414,139.14510010002414,0.003171499993186444,139.14510010002414,True,-0.09814814814814815,-0.40185185185185185,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,15,2,30,31,36,40,0,0,0,5,0,13,13,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.17835290002404,142.17835290002404,142.17835290002404,142.17835290002404,142.17835290002404,0.0033741999650374055,142.17835290002404,True,0.10740740740740741,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,2,15,30,31,33,35,0,0,0,5,0,14,14,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.74499979999382,143.74499979999382,143.74499979999382,143.74499979999382,143.74499979999382,0.0032147999736480415,143.74499979999382,True,-0.09537037037037037,-0.3990740740740741,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,3,5,15,22,23,19,0,0,0,5,0,15,15,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0783421000233,145.0783421000233,145.0783421000233,145.0783421000233,145.0783421000233,0.0033178000012412667,145.0783421000233,True,-0.1,-0.3962962962962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,55,19,74,82,77,81,0,0,0,5,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.37831699999515,146.37831699999515,146.37831699999515,146.37831699999515,146.37831699999515,0.0031520999618805945,146.37831699999515,True,-0.30185185185185187,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,23,15,38,41,44,41,0,0,0,5,0,17,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.42830450000474,150.42830450000474,150.42830450000474,150.42830450000474,150.42830450000474,0.0037988999974913895,150.42830450000474,True,-0.29444444444444445,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,2,3,6,14,7,14,0,0,0,5,0,18,18,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.09498400002485,153.09498400002485,153.09498400002485,153.09498400002485,153.09498400002485,0.003104300005361438,153.09498400002485,True,0.10092592592592593,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,5,15,75,76,78,77,0,0,0,5,0,19,19,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.74505630001659,154.74505630001659,154.74505630001659,154.74505630001659,154.74505630001659,0.0033279999624937773,154.74505630001659,True,0.10092592592592593,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,58,55,113,123,119,114,0,0,0,5,0,20,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.511534499994,157.511534499994,157.511534499994,157.511534499994,157.511534499994,0.003279199998360127,157.511534499994,True,-0.08611111111111111,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,42,37,79,81,89,82,0,0,0,5,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.34482699999353,170.34482699999353,170.34482699999353,170.34482699999353,170.34482699999353,0.003379700006917119,170.34482699999353,True,-0.10925925925925926,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,10,15,150,155,156,160,0,0,0,5,0,22,22,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.8278779000393,178.8278779000393,178.8278779000393,178.8278779000393,178.8278779000393,0.0032901999657042325,178.8278779000393,True,-0.31666666666666665,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,4,10,40,47,43,46,0,0,0,5,0,23,23,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.81115210003918,180.81115210003918,180.81115210003918,180.81115210003918,180.81115210003918,0.003584399993997067,180.81115210003918,True,0.1037037037037037,-0.3972222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,15,5,75,78,81,78,0,0,0,5,0,24,24,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.97782110003754,181.97782110003754,181.97782110003754,181.97782110003754,181.97782110003754,0.003185999987181276,181.97782110003754,True,0.10092592592592593,-0.4027777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,15,10,150,153,157,151,0,0,0,5,0,25,25,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.04445809999015,184.04445809999015,184.04445809999015,184.04445809999015,184.04445809999015,0.0035669999779202044,184.04445809999015,True,-0.29907407407407405,-0.39351851851851855,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,19,10,29,39,37,33,0,0,0,5,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.41113100002985,185.41113100002985,185.41113100002985,185.41113100002985,185.41113100002985,0.003192499978467822,185.41113100002985,True,0.10740740740740741,-0.4046296296296296,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,add,26,23,49,52,54,55,0,0,0,5,0,27,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.79442120000022,186.79442120000022,186.79442120000022,186.79442120000022,186.79442120000022,0.0033436999656260014,186.79442120000022,True,-0.30833333333333335,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,4,10,40,47,43,44,0,0,0,5,0,28,28,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.36110040004132,190.36110040004132,190.36110040004132,190.36110040004132,190.36110040004132,0.0032558999955654144,190.36110040004132,True,0.11388888888888889,-0.3972222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,15,10,150,156,155,157,0,0,0,5,0,29,29,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.81104540004162,191.81104540004162,191.81104540004162,191.81104540004162,191.81104540004162,0.0035075999912805855,191.81104540004162,True,0.10092592592592593,-0.39166666666666666,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,subtract,42,37,5,12,11,9,0,0,0,5,0,30,30,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.87762909999583,192.87762909999583,192.87762909999583,192.87762909999583,192.87762909999583,0.0032597000245004892,192.87762909999583,True,-0.09074074074074075,-0.39444444444444443,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Soda Pop (feat. Hot Air Balloon) (90) by Stony Pony.wav,soda pop,active,vocals,1,90,A,multiply,10,17,170,171,178,176,0,0,0,5,0,31,31,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.72768060001545,195.72768060001545,195.72768060001545,195.72768060001545,195.72768060001545,0.00339000002713874,195.72768060001545,True,-0.2861111111111111,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,25,14,39,42,44,40,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,204.96079280000413,0.0029203000012785196,-0.0787037037037037,-0.362962962962963,1,0,0,205.9441030000453,205.9441030000453,205.9441030000453,205.9441030000453,205.9441030000453,0.011570400034543127,205.9441030000453,True,-0.29907407407407405,-0.39444444444444443,1,0,0,ansOne,199.96092550002504,204.96079280000413,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,22,22,44,52,49,52,0,1,1,0,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.5773770000087,209.5773770000087,209.5773770000087,209.5773770000087,209.5773770000087,0.0032482999959029257,209.5773770000087,True,-0.10277777777777777,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,subtract,54,49,5,12,7,6,0,1,1,0,0,2,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.04408020002302,211.04408020002302,211.04408020002302,211.04408020002302,211.04408020002302,0.0032440999639220536,211.04408020002302,True,-0.3037037037037037,-0.40370370370370373,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,subtract,50,22,28,29,18,36,0,1,1,0,0,3,3,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.5774287999957,217.5774287999957,217.5774287999957,217.5774287999957,217.5774287999957,0.003167099959682673,217.5774287999957,True,-0.10740740740740741,-0.40185185185185185,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,49,28,77,79,78,81,0,1,1,0,0,4,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.81062210001983,220.81062210001983,220.81062210001983,220.81062210001983,220.81062210001983,0.0033035000087693334,220.81062210001983,False,0.10648148148148148,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,44,43,87,93,97,101,0,1,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.39388770004734,225.39388770004734,225.39388770004734,225.39388770004734,225.39388770004734,0.0031631000456400216,225.39388770004734,True,0.10277777777777777,-0.4009259259259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,multiply,2,2,4,5,10,11,0,1,1,0,0,6,6,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.79384070000378,230.79384070000378,230.79384070000378,230.79384070000378,230.79384070000378,0.0031541999778710306,230.79384070000378,True,-0.10092592592592593,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,multiply,10,18,180,186,185,187,0,1,1,0,0,7,7,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.22704990004422,232.22704990004422,232.22704990004422,232.22704990004422,232.22704990004422,0.003486800007522106,232.22704990004422,True,-0.10648148148148148,-0.3925925925925926,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,53,50,103,105,107,111,0,1,1,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.39373770001112,233.39373770001112,233.39373770001112,233.39373770001112,233.39373770001112,0.003452800039667636,233.39373770001112,True,-0.08796296296296297,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,multiply,5,21,105,115,107,109,0,1,1,0,0,9,9,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.99376199999824,235.99376199999824,235.99376199999824,235.99376199999824,235.99376199999824,0.0032896999618969858,235.99376199999824,True,-0.09444444444444444,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,22,14,36,38,39,44,0,1,1,0,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.14362480002455,239.14362480002455,239.14362480002455,239.14362480002455,239.14362480002455,0.0033027000026777387,239.14362480002455,True,-0.09537037037037037,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,subtract,48,48,0,6,8,4,0,1,1,0,0,11,11,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.17719060002128,244.17719060002128,244.17719060002128,244.17719060002128,244.17719060002128,0.0030765000265091658,244.17719060002128,True,0.09444444444444444,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
